"_type","availability","category","list_price","name","part_number","price","quantity","rating","rating_count","seller","subcategory","thirdparty","uom"
"ProductItem","1","Small Animals","","Kaytee Fiesta Strawberry Banana Flavored Yogurt Cup Small Animal Treats 38oz","26501831","9.42","","","","ProMax Commerce","Guinea Pig Treats","true",""
"ProductItem","1","Small Animals","","Kaytee Fiesta Strawberry Banana Flavored Yogurt Cup Small Animal Treats 38oz","26501831","2.91","","","","Ablackhorse","Guinea Pig Treats","true",""
"ProductItem","1","Farm Animals","","Miller Mfg Co Inc PLittle Giant Plastic Flat Back Bucket Berry 8 Quart","26501854","5.38","","","","Ablackhorse","Farm Animal Supplies","true",""
"ProductItem","1","Farm Animals","","Miller Mfg Co Inc PLittle Giant Plastic Flat Back Bucket Berry 8 Quart","26501854","14.58","","","","ProMax Commerce","Farm Animal Supplies","true",""
"ProductItem","1","Farm Animals","14.92","Miller Mfg Co Inc PLittle Giant Plastic Flat Back Bucket Berry 8 Quart","26501854","10.95","","","","UnbeatableSale","Farm Animal Supplies","true",""
"ProductItem","1","Farm Animals","","Miller Mfg Co Inc PLittle Giant Plastic Flat Back Bucket Berry 8 Quart","26501854","18.88","","","","VirVentures","Farm Animal Supplies","true",""
"ProductItem","1","Farm Animals","","Miller Mfg Co Inc PLittle Giant Plastic Flat Back Bucket Berry 8 Quart","26501854","28.9","","","","SlickBlue","Farm Animal Supplies","true",""
"ProductItem","1","Small Animals","","Kaytee Supreme Fortified Daily Diet Rat Mouse Food 4 lb","26501858","14.49","4.0","5.0","1","canem llc","Mouse & Rat Food & Treats","true","lb"
"ProductItem","1","Small Animals","","Kaytee Supreme Fortified Daily Diet Rat Mouse Food 4 lb","26501858","14.68","4.0","5.0","1","ProMax Commerce","Mouse & Rat Food & Treats","true","lb"
"ProductItem","1","Small Animals","12.99","Kaytee Supreme Fortified Daily Diet Rat Mouse Food 4 lb","26501858","7.99","4.0","5.0","1","AlotOfHome","Mouse & Rat Food & Treats","true","lb"
"ProductItem","1","Small Animals","","Kaytee Supreme Fortified Daily Diet Rat Mouse Food 4 lb","26501858","9.27","4.0","5.0","1","Ablackhorse","Mouse & Rat Food & Treats","true","lb"
"ProductItem","1","Small Animals","12.76","Kaytee Supreme Fortified Daily Diet Rat Mouse Food 4 lb","26501858","9.35","4.0","5.0","1","UnbeatableSale","Mouse & Rat Food & Treats","true","lb"
"ProductItem","1","Small Animals","","Kaytee Fiesta Blueberry Banana Flavored Tropical Fruit Yogurt Small Animal Treats 35oz bag","26501863","10.33","","","","ProMax Commerce","Mouse & Rat Food & Treats","true",""
"ProductItem","1","Small Animals","6.99","Kaytee Fiesta Blueberry Banana Flavored Tropical Fruit Yogurt Small Animal Treats 35oz bag","26501863","3.76","","","","AlotOfHome","Mouse & Rat Food & Treats","true",""
"ProductItem","1","Small Animals","","Kaytee Fiesta Blueberry Banana Flavored Tropical Fruit Yogurt Small Animal Treats 35oz bag","26501863","10.82","","","","Rons Home and Hardware","Mouse & Rat Food & Treats","true",""
"ProductItem","1","Small Animals","","Kaytee Fiesta Blueberry Banana Flavored Tropical Fruit Yogurt Small Animal Treats 35oz bag","26501863","3.74","","","","Ablackhorse","Mouse & Rat Food & Treats","true",""
"ProductItem","1","Horses","","Cowboy Magic Super Bodyshine Spray 32 fl oz Spray Bottle","26501865","12.97","32.0","","","Western Direct","Horse Grooming","true","oz"
"ProductItem","1","Horses","","Cowboy Magic Super Bodyshine Spray 32 fl oz Spray Bottle","26501865","18.95","32.0","","","Kwik Retail LLC","Horse Grooming","true","oz"
